name,price,rating,url,imageUrl
Apple iPhone 6S Plus 32GB Abu-Abu,Rp7.499.000,4.777777777777778,//www.lazada.co.id/products/apple-iphone-6s-plus-32gb-abu-abu-i160041961-s181914393.html?search=1,https://id-test-11.slatic.net/p/2/apple-iphone-6s-plus-abu-abu-32gb-1512459506-24277845-246017ea5e3840fecd14eb1e035cc867-catalog_233.jpg
Vivo Y12 hp 3GB 32GB/64GB All Screen 6.35 inch 16MP Helio P22 Triple Camera 5000mAh Battery Garansi resmi COD Gratis Ongkir,Rp1.829.000,4.887310606060606,//www.lazada.co.id/products/apple-iphone-6s-plus-32gb-abu-abu-i160041961-s181914393.html?search=1,https://id-test-11.slatic.net/p/2/apple-iphone-6s-plus-abu-abu-32gb-1512459506-24277845-246017ea5e3840fecd14eb1e035cc867-gallery.jpg
"[FREE ONGKIR !!!!] Realme C2 2/32 4.000 mAh Battery, Octa-Core Helio P22 [COD / Gratis Ongkir / Garansi Resmi] Hp Murah",Rp1.590.000,4.889952153110048,//www.lazada.co.id/products/vivo-y12-hp-3gb-32gb64gb-all-screen-635-inch-16mp-helio-p22-triple-camera-5000mah-battery-garansi-resmi-cod-gratis-ongkir-i421373860-s1653866491.html?search=1,https://id-test-11.slatic.net/p/baa27c056579b4a4828508d703ed5038.jpg
[Lazada Special Edition] Infinix Hot 8 3/32GB - Triple Camera 13MP - 6.6” Waterdrop Display - 5000 mAh Battery,Rp1.429.000,4.889075630252101,//www.lazada.co.id/products/vivo-y12-hp-3gb-32gb64gb-all-screen-635-inch-16mp-helio-p22-triple-camera-5000mah-battery-garansi-resmi-cod-gratis-ongkir-i421373860-s1653866491.html?search=1,https://id-test-11.slatic.net/p/baa27c056579b4a4828508d703ed5038.jpg
"Redmi Note 8 (4GB+64GB) 48MP Quad Kamera, Snapdragon 665, 6.3  FHD",Rp2.099.000,4.910906040268457,//www.lazada.co.id/products/vivo-y12-hp-3gb-32gb64gb-all-screen-635-inch-16mp-helio-p22-triple-camera-5000mah-battery-garansi-resmi-cod-gratis-ongkir-i421373860-s2089378580.html?search=1,https://id-test-11.slatic.net/p/63a6978f696967600bf338ec9f9d2b3f.jpg
APPLE IPHONE 11 128GB 100% ORI - NEW - ORIGINAL SINGAPORE,Rp14.815.000,5.0,//www.lazada.co.id/products/vivo-y12-hp-3gb-32gb64gb-all-screen-635-inch-16mp-helio-p22-triple-camera-5000mah-battery-garansi-resmi-cod-gratis-ongkir-i421373860-s1653866490.html?search=1,https://id-test-11.slatic.net/p/9b7f42ab0adecbe9ab91408841aa3cdc.jpg
Blackberry 9360 Apollo White,Rp245.000,4.660777385159011,//www.lazada.co.id/products/free-ongkir-realme-c2-232-4000-mah-battery-octa-core-helio-p22-cod-gratis-ongkir-garansi-resmi-hp-murah-i121474657-s1479550921.html?search=1,https://id-test-11.slatic.net/p/25d95dc8f7468d6bc31971eb76312821.jpg
"Vivo Y12 hp RAM 3GB ROM 32GB/64GB Gratis Ongkir 5000mAh Battery Garansi Resmi BISA COD,Octa-core 2.0GHz,6.35-inch,AI Super Wide-Angle Camera",Rp1.999.000,4.857981220657277,//www.lazada.co.id/products/free-ongkir-realme-c2-232-4000-mah-battery-octa-core-helio-p22-cod-gratis-ongkir-garansi-resmi-hp-murah-i121474657-s1479550921.html?search=1,https://id-test-11.slatic.net/p/25d95dc8f7468d6bc31971eb76312821.jpg
"Redmi Note 8 Pro (6GB+64GB) Garansi Resmi 15 Bulan, 64MP Quad Kamera Pertama Helio G90T 4500mAh",Rp2.999.000,4.887784090909091,//www.lazada.co.id/products/free-ongkir-realme-c2-232-4000-mah-battery-octa-core-helio-p22-cod-gratis-ongkir-garansi-resmi-hp-murah-i121474657-s1479550920.html?search=1,https://id-test-11.slatic.net/p/33bc31c815670a664ea8a635aa9addcb.jpg
Xiaomi Redmi Note 8 Pro RAM 6 ROM 64/128 Garansi Resmi TAM Hp Murah,Rp2.935.000,4.955,//www.lazada.co.id/products/lazada-special-edition-infinix-hot-8-332gb-triple-camera-13mp-66-waterdrop-display-5000-mah-battery-i844384660-s1211926602.html?search=1,https://id-test-11.slatic.net/p/8a5aa1496f1bc2a3d0eb152ed10762fc.jpg
Xiaomi Redmi 8 (4GB+64GB) GARANSI RESMI TAM Snapdragon 439 Finger Print Baterai 5000mAh HP MURAH,Rp1.799.000,4.920679886685552,//www.lazada.co.id/products/lazada-special-edition-infinix-hot-8-332gb-triple-camera-13mp-66-waterdrop-display-5000-mah-battery-i844384660-s1211926602.html?search=1,https://id-test-11.slatic.net/p/8a5aa1496f1bc2a3d0eb152ed10762fc.jpg
"Redmi Note 8 (3GB+32GB) 48MP Quad Kamera, Snapdragon 665, 6.3  FHD",Rp1.899.000,4.913404918600624,//www.lazada.co.id/products/lazada-special-edition-infinix-hot-8-332gb-triple-camera-13mp-66-waterdrop-display-5000-mah-battery-i844384660-s1211926604.html?search=1,https://id-test-11.slatic.net/p/71bca8a092457a39b591c54f848c132d.jpg
TERMURAH-Samsung Lipat Caramel GT E1272 DUAL SIM,Rp170.000,4.515046296296297,//www.lazada.co.id/products/redmi-note-8-4gb64gb-48mp-quad-kamera-snapdragon-665-63-fhd-i757590431-s1051496086.html?search=1,https://id-test-11.slatic.net/p/7df2e2410511347aa140f0266b939423.png
Vivo Y12 hp RAM 3GB ROM 32GB/64GB Gratis Ongkir 5000mAh Battery Garansi Resmi BNIB Handphone vivo hp,Rp1.839.000,4.9058295964125564,//www.lazada.co.id/products/redmi-note-8-4gb64gb-48mp-quad-kamera-snapdragon-665-63-fhd-i757590431-s1051496086.html?search=1,https://id-test-11.slatic.net/p/7df2e2410511347aa140f0266b939423.png
"[PROMO GRATIS ONGKIR !!!] Realme 5I 4GB/64GB 5000 mAh battery, Octa-Core Snapdragon 665, Hp Murah [COD / Garansi Resmi] + Paket Mantap",Rp2.149.000,4.855491329479769,//www.lazada.co.id/products/redmi-note-8-4gb64gb-48mp-quad-kamera-snapdragon-665-63-fhd-i757590431-s1051496085.html?search=1,https://id-test-11.slatic.net/p/53d7da65888f437c348e39712000dd63.png
"Hp realme C3 3/32GB[Gaming Sensor G70, 5000mAH Massive Battery, 12MP+2MP+2MP AI Camera, Front 16MP]",Rp1.898.000,4.932911392405063,//www.lazada.co.id/products/redmi-note-8-4gb64gb-48mp-quad-kamera-snapdragon-665-63-fhd-i757590431-s1051496084.html?search=1,https://id-test-11.slatic.net/p/1eebfeadd4abeef0cf24339a8984879d.png
"Vivo Y12 Ram 3GB/32GB - Bisa Cicilan Tanpa Kartu Kredit (Kredivo) + Extra Bonus 9 Items (Resmi, Bisa COD & Kredivo, Handphone Murah)",Rp1.929.000,4.927777777777778,//www.lazada.co.id/products/apple-iphone-11-128gb-100-ori-new-original-singapore-i722256835-s1014738210.html?search=1,https://id-test-11.slatic.net/p/7245e4ca36c16ca4a00fdada3d154679.jpg
Vivo Y12 smartphone RAM 3GB/ROM 32GB/5000mAh Battery/AI Triple Rear Camera/Garansi Resmi Indonesia,Rp1.839.000,4.910683012259194,//www.lazada.co.id/products/apple-iphone-11-128gb-100-ori-new-original-singapore-i722256835-s1014738210.html?search=1,https://id-test-11.slatic.net/p/7245e4ca36c16ca4a00fdada3d154679.jpg
Vivo Z1 Pro hp 6GB/128GB 4GB/64GB 5000mAh (TYP) 18W Dual-Engine Fast charging Garansi resmi COD Gratis Ongkir,Rp2.629.000,4.9609375,//www.lazada.co.id/products/apple-iphone-11-128gb-100-ori-new-original-singapore-i722256835-s1014738208.html?search=1,https://id-test-11.slatic.net/p/ea952a7e3c1ecff5dbbba9a52f4d275f.jpg
Infinix S5 - 6GB/128GB - Quad Camera 16MP - 6.6  Punch Hole Display - 32MP AI Selfie Camera,Rp2.179.000,4.838165524512388,//www.lazada.co.id/products/apple-iphone-11-128gb-100-ori-new-original-singapore-i722256835-s1014738209.html?search=1,https://id-test-11.slatic.net/p/3637205e66182c14550e4a57e7657d69.jpg
Realme C3 3/32 Triple Camera 12MP Mediatek Helio G70 Processor 5000 mAh Massive Battery Garansi Resmi COD Gratis Ongkir,Rp1.781.000,4.961538461538462,//www.lazada.co.id/products/apple-iphone-11-128gb-100-ori-new-original-singapore-i722256835-s1014738211.html?search=1,https://id-test-11.slatic.net/p/c242e875da0a612a87cad97d6bdd5bbf.jpg
"Vivo Z1 pro Smartphone RAM 4GB,6GB/ROM 64G,128GB - COD,Gratis Ongkir,Qualcomm Snapdragon 712 AIE,Garansi resmi,32MP AI Selfie【 Please use the voucher 】",Rp2.659.000,4.879456706281833,//www.lazada.co.id/products/apple-iphone-11-128gb-100-ori-new-original-singapore-i722256835-s1014738212.html?search=1,https://id-test-11.slatic.net/p/abbbe4a6e24b6658229755b18352e254.jpg
ASUS ZENFONE M2 ZB633KL Ram 4GB internal 64GB GRS RESMI,Rp1.732.000,4.666666666666667,//www.lazada.co.id/products/apple-iphone-11-128gb-100-ori-new-original-singapore-i722256835-s1014738213.html?search=1,https://id-test-11.slatic.net/p/a8c9ea48919f3cdbf5fcfc5f17826710.jpg
"OPPO A5 2020 - 4/128GB - SD 665 - ULTRA WIDE QUAD CAMERA, 5000mAh BATTERY - Gratis Ongkir",Rp2.798.000,4.954022988505747,//www.lazada.co.id/products/blackberry-9360-apollo-white-i46206-s54277.html?search=1,https://id-test-11.slatic.net/p/blackberry-9360-apollo-white-4362-710531-1-catalog_233.jpg
"Hp realme C2 3/32GB [Layar Penuh Dewdrop, AI Kamera Ganda 13MP+2MP, 4000mAh, Layar Corning Glass]",Rp1.699.000,4.909090909090909,//www.lazada.co.id/products/blackberry-9360-apollo-white-i46206-s54277.html?search=1,https://id-test-11.slatic.net/p/blackberry-9360-apollo-white-4362-710531-1-gallery.jpg
"Hp Vivo V19 Smartphone RAM 8GB&ROM 128GB,SDM 675 AIE  Prosesor ,4500mAh Battery,6.44-inch Layar，48MP AI Quad Kamera,32MP Kamera Depan,COD,Gratis Ongkir ,Garansi Resmi [Free Bonus】",Rp4.299.000,4.947368421052632,//www.lazada.co.id/products/vivo-y12-hp-ram-3gb-rom-32gb64gb-gratis-ongkir-5000mah-battery-garansi-resmi-bisa-codocta-core-20ghz635-inchai-super-wide-angle-camera-i200527946-s2101220048.html?search=1,https://id-test-11.slatic.net/p/8dbbf6cff5cde950f4a41637a876f328.jpg
"Vivo Y91C - 2G/32G 6.22inches, COD, Gratis Ongkir, Ultra All Screen,  Garansi resmi [ Please use the voucher ]",Rp1.699.000,4.941888619854722,//www.lazada.co.id/products/vivo-y12-hp-ram-3gb-rom-32gb64gb-gratis-ongkir-5000mah-battery-garansi-resmi-bisa-codocta-core-20ghz635-inchai-super-wide-angle-camera-i200527946-s2101220048.html?search=1,https://id-test-11.slatic.net/p/8dbbf6cff5cde950f4a41637a876f328.jpg
"Xiaomi Redmi Note 8 Ram 4/64GB Garansi Resmi Xiaomi Indonesia, Qualcomm Snapdragon 665, Quad Camera 48+8+2+2MP dan Selfie 13MP, LCD 6.3\",Rp2.135.000,4.926829268292683,//www.lazada.co.id/products/vivo-y12-hp-ram-3gb-rom-32gb64gb-gratis-ongkir-5000mah-battery-garansi-resmi-bisa-codocta-core-20ghz635-inchai-super-wide-angle-camera-i200527946-s666890684.html?search=1,https://id-test-11.slatic.net/p/13ba8a3512cd6b0b1d05acc521de9062.jpg
READY STOCK Xiaomi Redmi NOTE 8 PRO - GARANSI RESMI,Rp2.860.000,4.777777777777778,//www.lazada.co.id/products/vivo-y12-hp-ram-3gb-rom-32gb64gb-gratis-ongkir-5000mah-battery-garansi-resmi-bisa-codocta-core-20ghz635-inchai-super-wide-angle-camera-i200527946-s666890685.html?search=1,https://id-test-11.slatic.net/p/e365a2e7425b0a42c1d6aa03553f4e52.jpg
VIVO Y12 [3/32GB] - Best Deal +12 Item Accessories,Rp1.939.000,4.933333333333334,//www.lazada.co.id/products/redmi-note-8-pro-6gb64gb-garansi-resmi-15-bulan-64mp-quad-kamera-pertama-helio-g90t-4500mah-i981762822-s1476442662.html?search=1,https://id-test-11.slatic.net/p/baeb07220e489ca0481b76c2e3416993.png
APPLE IPHONE 11 PRO MAX 256GB 100% ORI  - NEW - ORIGINAL SINGAPORE,Rp23.770.000,5.0,//www.lazada.co.id/products/redmi-note-8-pro-6gb64gb-garansi-resmi-15-bulan-64mp-quad-kamera-pertama-helio-g90t-4500mah-i981762822-s1476442662.html?search=1,https://id-test-11.slatic.net/p/baeb07220e489ca0481b76c2e3416993.png
ADVAN S5E RAM 2GB/16GB 4G LTE FULLVIEW DISPLAY ANDROID NOUGAT CAMERA 5MP WITH FLASH GARANSI RESMI,Rp643.000,4.947368421052632,//www.lazada.co.id/products/redmi-note-8-pro-6gb64gb-garansi-resmi-15-bulan-64mp-quad-kamera-pertama-helio-g90t-4500mah-i981762822-s1476442663.html?search=1,https://id-test-11.slatic.net/p/967005e6b25f81043e0919a99ac1ccc9.png
OPPO A1K - 2GB/32GB - MediaTek Helio P22 - 4000mAh BATTERY - Gratis Ongkir,Rp1.798.000,4.9411764705882355,//www.lazada.co.id/products/redmi-note-8-pro-6gb64gb-garansi-resmi-15-bulan-64mp-quad-kamera-pertama-helio-g90t-4500mah-i981762822-s1476442660.html?search=1,https://id-test-11.slatic.net/p/287f5be9a4254348eece78473d867cf0.png
"[PROMO GRATIS ONGKIR !!!] Realme C3 Ram 3GB/32GB, Triple Camera, 5000 mAh battery, Octa-core Helio G70, Hp murah [COD / Gratis Ongkir / Garansi Resmi] - Paket Mantap",Rp1.869.000,4.755102040816326,//www.lazada.co.id/products/redmi-note-8-pro-6gb64gb-garansi-resmi-15-bulan-64mp-quad-kamera-pertama-helio-g90t-4500mah-i981762822-s1476442661.html?search=1,https://id-test-11.slatic.net/p/1cd4559e1f781e90fac1ebe921bb60a1.png
"Vivo Y19 Smartphone RAM 6GB&amp;ROM 128GB,Octa-core 2.0GHz,5000 mAh Battery，6.53 Inci Layar,COD,Gratis Ongkir   ,Garansi Resmi",Rp3.183.000,4.888888888888889,//www.lazada.co.id/products/xiaomi-redmi-note-8-pro-ram-6-rom-64128-garansi-resmi-tam-hp-murah-i853254074-s1323072335.html?search=1,https://id-test-11.slatic.net/p/bbbaa6d28a4c0686ed4caf55a9d6f86e.jpg
Vivo V15 6GB/64GB Garansi Resmi Vivo Indonesia 1 Tahun,Rp3.299.000,4.933333333333334,//www.lazada.co.id/products/xiaomi-redmi-note-8-pro-ram-6-rom-64128-garansi-resmi-tam-hp-murah-i853254074-s1323072335.html?search=1,https://id-test-11.slatic.net/p/bbbaa6d28a4c0686ed4caf55a9d6f86e.jpg
Ken Mobile R7710,Rp130.000,4.864197530864198,//www.lazada.co.id/products/xiaomi-redmi-note-8-pro-ram-6-rom-64128-garansi-resmi-tam-hp-murah-i853254074-s1323086680.html?search=1,https://id-test-11.slatic.net/p/886c49caa845c63b65b4ba0eca776e44.jpg
Samsung Galaxy Note 10+ 12/256GB,Rp12.599.000,4.858585858585859,//www.lazada.co.id/products/xiaomi-redmi-note-8-pro-ram-6-rom-64128-garansi-resmi-tam-hp-murah-i853254074-s1519632917.html?search=1,https://id-test-11.slatic.net/p/3e546a2eaee3ab8eeb102f9f5d9d716f.jpg
Realme C2 2/32 Dual Camera 13+2MP Battery 4000 mAh Full Screen DewDrop Octacore CPU Garansi Resmi COD Gratis Ongkir,Rp1.504.000,5.0,//www.lazada.co.id/products/xiaomi-redmi-note-8-pro-ram-6-rom-64128-garansi-resmi-tam-hp-murah-i853254074-s1323086682.html?search=1,https://id-test-11.slatic.net/p/50091883b6858ef21d5ea6b812b50800.jpg
